,image,url,etoile,Nom,Telephone,Adress,Façon Cuisine,Description,Derssert,étoils cusine,Website,href,Ville,codePosttal,Coordinates
434,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3bd586cd680b42d993f7fe56645d9e6d.jpeg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/la-table-des-climats,Gourmande, La Table des Climats,+33 3 80 41 74 98,"12 parvis de l'Unesco, Dijon, 21000, France",Cuisine moderne,"Au cœur de la Cité internationale de la gastronomie et du vin, ce restaurant se trouve à quelques pas de la Chapelle des Climats et des Terroirs. Le décor contemporain met également en valeur des éléments historiques de l’édifice, tels que pierres apparentes et plafond à la française. Ce cadre séduisant sert d’écrin à une cuisine qui célèbre les produits de la région, avec parfois quelques touches terre et mer. Les accords mets et vins reçoivent une attention particulière, portés par une belle sélection de vins au verre.",Une cuisine de qualité,0,http://www.latabledesclimats.fr,/fr/fr/bourgogne-franche-comte/dijon/restaurant/la-table-des-climats, Dijon,21000,"[5.030448, 47.317401]"
435,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c21f41dce8274763b332a75a75ac634c.jpeg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/loiseau-des-ducs,Une étoile, Loiseau des Ducs,+33 3 80 30 28 09,"3 rue Vauban, Dijon, 21000, France",Cuisine moderne,"Près du palais ducal, cette table du groupe Bernard Loiseau s'abrite dans l'hôtel de Talmay, du 16e s., classé monument historique. Le chef continue de faire vivre la Bourgogne gourmande et les classiques de Bernard Loiseau, dans une veine moderniste, à l'image de cet œuf en meurette revisité dont le jaune confit est fumé au foin, ou de ces escargots de Bourgogne aux herbes des combes dijonnaises. Jolie sélection de vins au verre.","Une expérience sucrée unique, un pâtissier talentueux",Une étoile : une cuisine d’une grande finesse,https://www.bernard-loiseau.com/,/fr/fr/bourgogne-franche-comte/dijon/restaurant/loiseau-des-ducs, Dijon,21000,"[5.041156, 47.320744]"
436,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/24eeec4d2b3a48ff8c16d78ad66dc133.jpg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/monique,Gourmande," Monique, boire et manger",+33 3 80 49 99 36,"33 rue Amiral-Roussin, Dijon, 21000, France","Cuisine moderne, Cuisine du marché","Qu'aurait pensé Monique, la grand-mère de la cheffe Clara Reydet, de ce charmant bistrot où le légume de saison, utilisé de la tête aux pieds, joue la vedette ? Que du bien évidemment ! Clara cuisine en toute liberté, se joue d'influences diverses et nous séduit, nous les chics types, avec des keftas d'agneau, chou rouge crémeux et cru ou des carottes rôties au garam masala, toum (l'aïoli oriental), jus de carottes réduit. Cette cuisine métissée à tendance végétarienne se déguste dans un cadre simple et pimpant de bois clair. Petite terrasse sur rue piétonne.",Une cuisine de qualité,0,https://www.moniqueboireetmanger.fr/,/fr/fr/bourgogne-franche-comte/dijon/restaurant/monique, Dijon,21000,"[5.039867, 47.319913]"
437,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0dd98372fb774a3e856768c2a9c796b1.jpg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/parapluie,Gourmande, Parapluie,+33 3 80 28 79 94,"74 rue Monge, Dijon, 21000, France",Cuisine moderne,"Ce restaurant de poche propose une cuisine actuelle et voyageuse réhaussée parfois d'épices, à base de produits de saison, locaux pour la plupart. On la décline sous forme d'un menu unique mystère en plusieurs services le soir, et d'un menu avec choix au déjeuner à prix doux. Jolie petite sélection de vins, bières et autres alcools (whiskys, eaux-de-vie, etc).",Une cuisine de qualité,0,https://www.parapluie-dijon.com/,/fr/fr/bourgogne-franche-comte/dijon/restaurant/parapluie, Dijon,21000,"[5.033779, 47.318856]"
438,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/2fae920f40964ac6bec1d781373f124c.jpg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/saison-1214785,Gourmande, Saison,+33 3 65 67 15 81,"17 rue Lamonnoye, Dijon, 21000, France",Cuisine moderne,"Dans le quartier des Antiquaires, cette table franco-italienne accueille dans une salle agréable aux tons clairs. Aux commandes, le chef milanais Riccardo Maiello, formé dans les maisons étoilées, nous régale avec une cuisine moderne qui alterne recettes françaises, avec des clins d'œil aux produits locaux (à l'image de cette entrée d'œuf parfait, fèves d'Arc-sur-Tille, shiitake, émulsion ail et cancoillotte fermière), et assiettes 100% italiennes comme ces paccheri alla carbonara al dente, pâtes artisanales provenant directement d'Italie et réalisées dans les règles de l'art avec pecorino et guanciale.",Une cuisine de qualité,0,http://www.saison-restaurant.fr,/fr/fr/bourgogne-franche-comte/dijon/restaurant/saison-1214785, Dijon,21000,"[5.043824, 47.322849]"
439,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/58f3ef7eeba5466db4ac101f95602125.jpg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/stephane-derbord,Une étoile, Origine,+33 3 80 67 74 64,"10 place du Président-Wilson, Dijon, 21000, France",Cuisine moderne,"Dans un décor élégant et feutré, le chef japonais Tomofumi Uchimura impressionne par sa maîtrise de la cuisine française, qu'il ponctue de discrètes touches japonisantes. Cet amoureux de la Bourgogne magnifie avec élégance les produits du terroir : légumes bio d'un maraîcher dijonnais, bœuf charolais, safran d'Auxonne, escargots du Jura voisin... Il ne s'interdit rien pourvu que la qualité soit au rendez-vous, et travaille aussi les poissons de mer selon l'arrivage. Une partition culinaire fine et précise.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://restaurantorigine.fr/,/fr/fr/bourgogne-franche-comte/dijon/restaurant/stephane-derbord, Dijon,21000,"[5.044273, 47.316]"
440,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/af7788785eb34f8eb2e0ca28141d38c8.jpg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/sublime,Gourmande, Sublime,+33 3 45 83 10 85,"24 rue Bannelier, Dijon, 21000, France",Cuisine moderne,"À deux pas des halles, la cuisine moderne du chef sicilien Giovanni Spataro navigue entre plats français soigneusement exécutés–à l’image de ce turbot aux asperges, aïoli et émulsion citronnelle–et spécialités transalpines emblématiques, comme ce vitello tonnato revisité. Il s’approvisionne avec d’excellents produits qu’il prépare et dresse avec un goût très sûr : bœuf charolais, riz carnaroli, gambas de Sicile...",Une cuisine de qualité,0,http://www.sublimerestaurant.net,/fr/fr/bourgogne-franche-comte/dijon/restaurant/sublime, Dijon,21000,"[5.038589, 47.324463]"
441,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/922349cffc994c4b85728cda87c157cf.jpeg,/fr/fr/bourgogne-franche-comte/dijon/restaurant/william-frachot,Deux étoiles, William Frachot,+33 3 80 50 88 88,"Hostellerie du Chapeau Rouge, 5 rue Michelet, Dijon, 21000, France","Cuisine créative, Cuisine moderne","Le terroir de Bourgogne a trouvé ici, dans cet ancien relais de poste du 19e s. situé en plein cœur du centre historique de Dijon, l'un de ses interprètes les plus talentueux. Fils de restaurateurs bourguignons et baroudeur émérite (Angleterre, Québec), William Frachot concocte des assiettes épurées à son image : sérieuses et appliquées, jonglant entre les saveurs d'ailleurs, les recettes et les produits locaux, avec ce qu’il faut d’inventivité et d'énergie. Il revisite les œufs en meurette et n’utilise que des poissons d’eau douce (perche, black bass, brochet, sandre…), à l’image de son omble de fontaine, sandre et soupe de poissons de rivière. Le tout à déguster dans un décor de caractère aux boiseries claires avec motifs de vignes et chaises ""shark"" pivotantes jaune moutarde – autant de clins d’œil au patrimoine régional. Une cuisine inspirée et aboutie, à la fois ancrée localement et voyageuse.",Deux étoiles : une cuisine d’exception,Deux étoiles : une cuisine d’exception,https://www.chapeau-rouge.fr/fr/restaurant-gastronomique-dijon,/fr/fr/bourgogne-franche-comte/dijon/restaurant/william-frachot, Dijon,21000,"[5.035748, 47.321241]"
442,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/f0582555c8c844a5a8a4be1762ed621e.jpg,/fr/fr/bourgogne-franche-comte/dole/restaurant/la-chaumiere11044,Une étoile, La Chaumière,+33 3 84 70 72 40,"346 avenue du Maréchal-Juin, Dole, 39100, France",Cuisine créative,"Dans cette auberge moderne située aux portes de Dole, le chef Joël Césari poursuit son sillon en amoureux de la nature, en trouvant son inspiration dans les produits locaux : légumes, fruits, herbes, champignons et poissons de rivière. Sa cuisine inventive se renouvelle au gré du marché et de la pêche : omble chevalier du lac mi-cuit, homard de casier et espuma passion-estragon, poularde de Bresse en deux services dont une étonnante version orientale. À noter : le restaurant gastronomique n'est ouvert que du vendredi soir au samedi soir ; en semaine, le bistrot Bagatelle prend le relais avec une offre bistronomique au bon rapport qualité-prix.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://www.lachaumiere-dole.fr/fr/,/fr/fr/bourgogne-franche-comte/dole/restaurant/la-chaumiere11044, Dole,39100,"[5.494854, 47.064996]"
443,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7875307d1a1141f5b89010dc260af982.jpg,/fr/fr/bourgogne-franche-comte/dracy-le-fort/restaurant/la-garenne,Gourmande, La Garenne,+33 3 85 87 81 81,"Le Dracy, 4 rue du Pressoir, Dracy-le-Fort, 71640, France",Cuisine moderne,"Une bien jolie Garenne où l'on se régale par exemple d'un crémeux carotte, espuma de pomme de terre et son saumon gravlax fondant en bouche, et en dessert, d’un chou craquelin, mousse citron yuzu, agrumes du moment. Un décor sobre, avec quelques jolies reproductions des œuvres d'Alain Thomas, et une véranda donnant sur la terrasse et le parc. Côté hôtel, chambres plaisantes, piscine et spa.",Une cuisine de qualité,0,https://www.ledracy.com/,/fr/fr/bourgogne-franche-comte/dracy-le-fort/restaurant/la-garenne, Dracy-le-Fort,71640,"[4.782491, 46.798542]"
444,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/8004edd7695442e282a8da3612ce96c1.jpeg,/fr/fr/bourgogne-franche-comte/fuiss/restaurant/l-o-des-vignes,Une étoile, L'O des Vignes,+33 3 85 38 33 40,"129 rue du Bourg, Fuissé, 71960, France",Cuisine moderne,"Cette bâtisse en pierre du Mâconnais embrasse un paysage de vignes, qui court jusqu’à la Roche de Solutré. Elle accueille un Bourguignon du cru, Sébastien Chambru, qui a fait un passage remarqué au Moulin de Mougins, avant de s'envoler pour le Japon : à Tokyo, il est subjugué par le respect que les chefs nippons témoignent au produit. Auteur de plusieurs livres de cuisine, il cisèle aujourd'hui à Fuissé une cuisine légèrement créative, tout en finesse et en précision et dont l'inspiration change en fonction de l'arrivage, à l'image de ce sandre en viennoise au satay, carotte et vierge de câpres. Dans le petit bar à vins adjacent, plats canailles et crus canons sont à l'ardoise.",Une étoile : une cuisine d’une grande finesse,Une étoile : une cuisine d’une grande finesse,https://lodesvignes.fr/fr/,/fr/fr/bourgogne-franche-comte/fuiss/restaurant/l-o-des-vignes, Fuissé,71960,"[4.743951, 46.280198]"
445,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e83cf47df0614f859575b673a12d728a.jpeg,/fr/fr/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote,Une étoile, La Table d'Hôtes - La Rôtisserie du Chambertin,+33 3 80 34 33 20,"6 rue du Chambertin, Gevrey-Chambertin, 21220, France",Cuisine moderne,"À Gevrey-Chambertin, Thomas Collomb tient une remarquable Table d'Hôtes ! Il faut dire qu'il met toutes les chances de son côté : produits irréprochables, bio pour la plupart et issus de fournisseurs triés sur le volet, assiettes lisibles et soignées déclinées au fil d'un menu dégustation plein de surprises, cadre rustique-chic du plus bel effet… Mais ce n'est pas tout : la carte des vins vaut aussi son pesant de raisin (la région s'y prête, il faut dire !) et le service se révèle pro et prévenant, sans être envahissant. Une réussite sur toute la ligne.",Étoile Verte MICHELIN,Une étoile : une cuisine d’une grande finesse,https://www.rotisserie-chambertin.com/la-table-dhote/,/fr/fr/bourgogne-franche-comte/gevrey-chambertin/restaurant/la-table-d-hote, Gevrey-Chambertin,21220,"[4.969767, 47.224146]"
446,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/acd7f2dde6ca46a4beaaad08f7b02177.jpeg,/fr/fr/bourgogne-franche-comte/goumois/restaurant/taillard,Gourmande, Taillard,+33 3 81 44 20 75,"3 route de la Corniche, Goumois, 25470, France",Cuisine classique,La vue sur la vallée est très agréable et la cuisine du terroir concoctée par le chef – savoureuse et raffinée – n'a rien à lui envier ! Une maison de tradition où la fricassée de morilles en croûte de feuilletage est à l'honneur.,Une cuisine de qualité,0,https://hotel-taillard.fr/,/fr/fr/bourgogne-franche-comte/goumois/restaurant/taillard, Goumois,25470,"[6.944767, 47.260687]"
447,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/4d15128504aa4a66b23fd8496cc66aa5.jpeg,/fr/fr/bourgogne-franche-comte/iguerande/restaurant/la-colline-du-colombier,Gourmande, La Colline du Colombier,+33 3 85 84 07 24,"Lieu-dit le Colombier, Iguerande, 71340, France",Cuisine moderne,"En pleine campagne, dominant la Loire, une ferme restaurée dans un style certes champêtre... mais chic et épuré ! Un lieu nature et design, pour déguster une cuisine du terroir raffinée. Et pour prolonger l'étape, on s'installe dans les fameuses ""cadoles"" sur pilotis !",Une cuisine de qualité,0,https://lacollineducolombier.fr/,/fr/fr/bourgogne-franche-comte/iguerande/restaurant/la-colline-du-colombier, Iguerande,71340,"[4.067227, 46.188654]"
448,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/99a3aba73c9140c0ac4b971b019d93ed.jpeg,/fr/fr/bourgogne-franche-comte/joigny/restaurant/la-cote-saint-jacques,Deux étoiles, La Côte Saint-Jacques,+33 3 86 62 09 70,"14 faubourg de Paris, Joigny, 89300, France",Cuisine moderne,"Qu’elle est belle, cette bâtisse postée sur les bords de l’Yonne ! Fondée par Marie Lorain en 1945, la maison a gagné ses lettres de noblesse sous l’impulsion de son fils, Michel, puis de son petit-fils, Jean-Michel. Ce chef humble et travailleur laisse désormais à son neveu Alexandre Bondoux le soin de composer la carte. Les habitués retrouveront les plats signatures (blanquette de homard ; noix de ris de veau au gingembre) comme de beaux éclairs d’inspiration (pigeon fermier cuit en pomelos ; filet de lieu légèrement fumé, sauce vin blanc). Harmonie des saveurs, cuissons, assaisonnements : une belle partition gourmande rythmée par un service de qualité, efficace et proche du client.",Étoile Verte MICHELIN,Deux étoiles : une cuisine d’exception,https://www.cotesaintjacques.com/,/fr/fr/bourgogne-franche-comte/joigny/restaurant/la-cote-saint-jacques, Joigny,89300,"[3.385147, 47.983556]"
449,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/b9396c124e094213a4a9b98edb253a1f.jpeg,/fr/fr/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131,Gourmande, Le 1131 - Abbaye de la Bussière,+33 3 80 49 02 29,"Route départementale 33, La Bussière-sur-Ouche, 21360, France",Cuisine moderne,"Pouvait-on rêver lieu plus inspirant qu'une abbaye cistercienne du 12e s. ? Sous ces impressionnantes voûtes en croisées d’ogives, le terroir bourguignon est mis à l'honneur de belle manière : escargots, grenouilles, poissons de lac et de rivière, cassis et miel des fleurs du parc... Prolongez votre méditation dans le parc de 7 hectares ou dans l'une des luxueuses chambres. Au déjeuner, cuisine plus simple au Bistrot des Moines.",Une cuisine de qualité,0,https://www.abbayedelabussiere.fr/fr/restaurant-1131.html,/fr/fr/bourgogne-franche-comte/la-bussire-sur-ouche/restaurant/1131, La Bussière-sur-Ouche,21360,"[4.720164, 47.217266]"
